9.814441970253984932e-03,9.226503028307048160e-03,1.255605212309399143e-02,1.969597243732491235e-04,-7.927187363621160127e-04,-2.395745924308584698e-02,3.849994339559337925e-03,2.820625352233901983e-02,-1.748156179254813924e-01,-4.182291617494270086e-02
-4.134320336525415095e-04,-2.200564797267253857e-03,-4.667986719146631838e-03,1.207651313935540881e-03,5.332723020512982956e-03,-6.656656398361750215e-03,2.654279618115155254e-03,-8.332310538171201070e-03,-2.582391529231190530e-01,-3.021650203315963748e-02
-2.409491512783426114e-03,1.572553277376891826e-03,6.428427134846333331e-03,-1.445674268969710744e-03,1.184302220051761025e-03,-6.088898602835857328e-03,6.068428786601769674e-03,1.355359918565032448e-02,-1.951045648242527852e-01,-3.392016756623661422e-02
-1.663836704286537210e-03,-1.825922641079742031e-03,-1.708306234163689541e-02,-1.818254979084275511e-03,2.954039919397308603e-03,-5.826235934348560248e-03,-5.820635842706286915e-03,-3.184154983552399398e-02,-2.256460979285612178e-01,4.577372309681808533e-03
4.140540549593559852e-04,-4.802303215404441742e-04,-3.640825110755781593e-03,-3.988340533519515833e-04,3.982689886078427405e-04,-3.919740908871503782e-03,6.614653594530291603e-04,-6.585347833855840355e-03,-1.461601211187093519e-01,-2.025060616143390876e-02
-4.446765525387480142e-03,2.707857434196815800e-03,-6.533091859893602055e-03,-2.997801591056029231e-03,-3.791396225325204504e-04,-8.832029961228648682e-03,-5.391113743274116195e-04,1.043750953958199300e-02,-1.580077757980703490e-01,-9.523736323397990339e-03
3.256087394719303640e-03,7.757491921964629680e-03,1.994605069197488700e-02,-2.389668577179463252e-03,-1.707664691529374792e-03,-1.062165242039547763e-02,7.606754830853886852e-03,2.059574576633984785e-02,-1.118004008740192123e-02,-4.354595962564725836e-02
-1.023524574833283539e-02,-5.052313659033984619e-03,-4.394720553377489194e-03,8.147460861432354300e-04,-3.775831376922809371e-04,-8.990109751700420260e-03,-3.579658798837528130e-03,-3.848863513981588130e-02,-1.181870426031688959e-01,1.601215945329442433e-02
8.330232701820564252e-05,1.373989081881491544e-03,-2.604347801090690917e-02,-1.721057356582717576e-03,-1.925054388920656792e-03,-8.028700866045093004e-03,-1.196361125576105022e-02,-4.481471744508373767e-02,-2.487495972029751257e-01,2.883061023394531755e-02
-3.814739437240595443e-03,-2.850342847992592878e-03,-2.380665457672096266e-02,-1.614645491189010528e-03,3.977061655234062805e-03,-2.594860208038037366e-03,-4.609444519488896212e-03,-2.408540602687744142e-02,-2.141788374336550671e-01,-1.658904741271831351e-03
-2.049657875433517538e-04,3.017032194400261734e-03,-5.879134638711280315e-03,-1.060374791896564594e-03,1.142836036149970976e-03,-7.959531561403278624e-03,-5.151640520580509121e-03,-3.802685063826691941e-02,-1.386520548401040109e-01,5.558558059690746171e-03
4.801546672362241690e-05,-1.720234503443403675e-03,-1.406055707733500255e-02,6.161749724216483010e-03,5.856265143812242752e-03,-8.575574841064786263e-03,-4.138236680010924304e-03,-4.044057805592358307e-02,-1.301237065424294403e-01,1.436100448521482158e-02
-6.399963043441835031e-03,-4.404564649434289901e-03,-1.646103140442305851e-02,2.134933017228305471e-03,6.766153046729206019e-03,-4.751679606662503191e-03,-8.455229739292437902e-03,-5.824312225183206349e-02,-2.198230474905403797e-01,2.027813660526132239e-02
