-8.550918044031180498e-02,1.019796027255513889e-02,2.752511656695006970e-01,-5.048463511762227296e-02,-2.575580647135516238e-02,-1.128708758662274325e-01,-2.991584222297020892e-03,1.345193122061765986e-02,-2.078029690138024910e-01,2.794090335773028247e-03
-6.920560037215525706e-02,-6.251736466886645416e-02,1.686092134480670149e-02,-2.251799229468166019e-01,-3.050786051758562212e-01,-4.150244579329415845e-02,-1.230094897935594088e-02,-1.450959203049070716e-02,-2.067693969362887074e-01,-7.678698481886939153e-02
-1.474183997765687315e-01,-3.544438632263856304e-02,1.319276163235919563e-01,-2.019570068715309096e-03,-2.686322198242286352e-01,-1.458000349697514963e-01,-8.537833367048788813e-02,-2.775750023842064873e-02,-1.985436479396383569e-01,-1.443231443679468540e-01
-9.320876744945054415e-02,-1.454805447460377210e-01,-1.911498086841241506e-01,-2.327109409113237992e-01,-2.344919224218250664e-01,-1.771175904064663242e-02,9.765405153952526340e-02,3.905710282296585151e-02,-3.384010343100933293e-01,3.569473996223925666e-02
-2.843529724059679076e-02,-1.559611503353298305e-03,2.032700493171531730e-01,1.159945825185085613e-02,-4.912386882109539415e-02,-5.855026024562232784e-02,-1.000728328058483330e-01,-3.005052202214271093e-02,-2.327870238370309819e-01,-1.476006394496723502e-02
-3.691118489185114815e-02,-4.453703816444525010e-02,4.189186120372945243e-02,-2.492845031422406127e-02,-1.499932314007746958e-01,-1.257453699688212412e-01,-7.888660567015896852e-02,-5.017512814778970348e-02,-2.973300310433059646e-01,-8.108720329714064895e-03
-3.429467484404715577e-02,-4.001106066911210013e-02,2.168913386647047248e-01,-1.026315558641754805e-01,-2.123531023104000826e-01,-2.682326926584034377e-01,-1.973935681156014921e-01,-5.200425529561306798e-02,-2.394813602334053548e-01,5.515852787131958479e-02
-5.893284481586816975e-02,-1.517473759428828450e-01,7.176116008512886321e-03,-2.436862607344631171e-01,-1.621401599440829289e-01,-1.563323455430977102e-02,-1.601229322815366785e-01,-9.335285580519931195e-03,-3.440917079095525688e-01,2.822733224138151975e-02
-3.765878745676649875e-02,-9.754893804457015483e-02,-1.804570114705941197e-01,-4.472316558176268608e-01,-1.783975352521558200e-01,-1.625084646228396046e-01,-1.698003373316168685e-01,-1.749476668983390160e-01,-1.515454946085744714e-01,-2.814991165503486978e-02
-8.637331695947016857e-03,-8.160444599712596281e-02,-4.415349755371939661e-02,-3.291703593841088793e-01,-4.055754306822331179e-01,-1.744043797942217977e-01,6.303086669268206238e-03,-2.292774638140142318e-02,-2.095005741047460956e-01,-1.313566359012534844e-02
